Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
BUDIDAYA,KALIMANTAN TENGAH,BANDENG,2019,"13.496,00",267.906.681
BUDIDAYA,KALIMANTAN TENGAH,BANDENG,2020,"8.351,10",188.322.318
BUDIDAYA,KALIMANTAN TENGAH,BAUNG,2020,"450,52",21.234.700
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2010,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2011,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2012,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2013,"521,22",8.810.962
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2014,"570,14",11.337.310
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2015,"391,46",8.179.060
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2016,"257,35",6.307.976
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2019,"833,53",17.973.004
BUDIDAYA,KALIMANTAN TENGAH,BAWAL,2020,"825,39",17.092.800
BUDIDAYA,KALIMANTAN TENGAH,BELANAK,2020,"786,20",11.792.940
BUDIDAYA,KALIMANTAN TENGAH,BETOK,2020,"379,96",15.915.760
BUDIDAYA,KALIMANTAN TENGAH,GABUS,2020,"2.649,93",91.709.750
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2010,"222,57",9.711.205
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2011,"351,52",16.175.800
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2012,"469,72",25.834.600
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2013,"540,92",17.933.304
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2014,"563,56",17.777.430
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2015,"596,49",21.259.050
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2016,"606,84",21.759.651
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2018,"1.536,51",76.170.470
BUDIDAYA,KALIMANTAN TENGAH,GURAME,2019,"2.506,91",111.865.052
BUDIDAYA,KALIMANTAN TENGAH,GURAMI,2020,"1.857,43",82.691.190
BUDIDAYA,KALIMANTAN TENGAH,JELAWAT,2020,"900,59",38.648.840
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2010,"278,43",3.126.580
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2011,"40,35",605.25
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2012,"6,62",331
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2013,"9,24",231.038
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2014,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2015,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2016,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KAKAP,2018,"5,68",255.6
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2010,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2011,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2012,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2013,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2014,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2015,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KEKERANGAN,2016,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2010,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2011,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2012,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2013,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2014,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2015,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,KERAPU,2016,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2010,"4.633,19",156.929.937
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2011,"4.138,68",77.221.029
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2012,"4.679,59",167.409.380
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2013,"2.665,95",80.562.839
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2014,"2.180,27",58.472.458
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2015,"2.111,89",57.733.600
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2016,"3.721,84",89.426.494
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2017,"3.761,13",102.530.869
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2018,"5.096,51",152.735.686
BUDIDAYA,KALIMANTAN TENGAH,LAINNYA,2019,"9.195,76",351.806.573
BUDIDAYA,KALIMANTAN TENGAH,LELE,2010,"616,25",7.683.461
BUDIDAYA,KALIMANTAN TENGAH,LELE,2011,"1.128,65",13.580.340
BUDIDAYA,KALIMANTAN TENGAH,LELE,2012,"1.718,14",27.490.240
BUDIDAYA,KALIMANTAN TENGAH,LELE,2013,"1.115,21",16.462.803
BUDIDAYA,KALIMANTAN TENGAH,LELE,2014,"1.594,78",24.404.802
BUDIDAYA,KALIMANTAN TENGAH,LELE,2015,"2.096,33",33.607.600
BUDIDAYA,KALIMANTAN TENGAH,LELE,2016,"2.878,39",64.096.772
BUDIDAYA,KALIMANTAN TENGAH,LELE,2017,"4.975,41",86.422.889
BUDIDAYA,KALIMANTAN TENGAH,LELE,2018,"8.053,51",154.757.666
BUDIDAYA,KALIMANTAN TENGAH,LELE,2019,"8.225,47",205.007.409
BUDIDAYA,KALIMANTAN TENGAH,LELE,2020,"12.312,11",284.315.110
BUDIDAYA,KALIMANTAN TENGAH,LOBSTER,2013,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,LOBSTER,2014,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,LOBSTER,2015,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,LOBSTER,2016,"0,00",0
BUDIDAYA,KALIMANTAN TENGAH,MAS,2010,"2.863,27",58.435.183
BUDIDAYA,KALIMANTAN TENGAH,MAS,2011,"3.574,86",72.703.700
BUDIDAYA,KALIMANTAN TENGAH,MAS,2012,"4.180,34",146.311.900
BUDIDAYA,KALIMANTAN TENGAH,MAS,2013,"4.627,39",111.369.272
BUDIDAYA,KALIMANTAN TENGAH,MAS,2014,"4.933,85",130.402.365
BUDIDAYA,KALIMANTAN TENGAH,MAS,2015,"6.503,52",177.199.730
BUDIDAYA,KALIMANTAN TENGAH,MAS,2016,"6.486,74",199.569.715
BUDIDAYA,KALIMANTAN TENGAH,MAS,2017,"2.757,80",70.792.649
BUDIDAYA,KALIMANTAN TENGAH,MAS,2018,"8.933,84",247.735.462
BUDIDAYA,KALIMANTAN TENGAH,MAS,2019,"10.843,28",336.565.535
BUDIDAYA,KALIMANTAN TENGAH,MAS,2020,"19.177,42",586.127.204
BUDIDAYA,KALIMANTAN TENGAH,NILA,2010,"4.771,31",118.954.890
BUDIDAYA,KALIMANTAN TENGAH,NILA,2011,"6.285,78",155.577.510
BUDIDAYA,KALIMANTAN TENGAH,NILA,2012,"8.768,68",245.523.040
BUDIDAYA,KALIMANTAN TENGAH,NILA,2013,"12.476,00",308.223.130
BUDIDAYA,KALIMANTAN TENGAH,NILA,2014,"14.368,25",377.621.322
BUDIDAYA,KALIMANTAN TENGAH,NILA,2015,"15.758,22",443.531.290
BUDIDAYA,KALIMANTAN TENGAH,NILA,2016,"17.770,08",599.140.784
BUDIDAYA,KALIMANTAN TENGAH,NILA,2017,"16.307,24",357.063.305
BUDIDAYA,KALIMANTAN TENGAH,NILA,2018,"22.654,16",706.384.225
BUDIDAYA,KALIMANTAN TENGAH,NILA,2019,"20.727,49",692.292.658
BUDIDAYA,KALIMANTAN TENGAH,NILA,2020,"30.978,52",1.038.411.428
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2010,"7.974,48",106.066.488
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2011,"11.693,60",187.692.175
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2012,"16.315,94",244.739.100
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2013,"23.410,72",380.255.385
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2014,"25.626,31",440.407.324
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2015,"29.886,66",537.612.000
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2016,"34.105,74",877.664.954
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2017,"32.536,69",813.417.300
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2018,"34.828,15",746.952.384
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2019,"33.587,19",857.791.988
BUDIDAYA,KALIMANTAN TENGAH,PATIN,2020,"32.660,82",888.955.386
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2010,"300,00",2.100.000
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2011,"149,00",149
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2012,"230,39",1.612.730
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2013,"87,51",87.508
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2014,"338,75",338.75
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2015,"364,43",364.43
BUDIDAYA,KALIMANTAN TENGAH,RUMPUT LAUT,2016,"364,00",364
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2010,"1.291,69",24.976.385
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2011,"1.195,94",18.729.952
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2012,"1.355,02",30.951.500
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2013,"2.209,17",21.486.234
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2014,"2.035,42",22.505.309
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2015,"1.236,00",35.252.000
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2016,"1.047,09",28.536.809
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2017,"10,93",655.8
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2018,"3.461,55",58.794.419
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2019,"2.441,72",81.816.460
BUDIDAYA,KALIMANTAN TENGAH,UDANG,2020,"5.399,43",158.873.460
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2010,"17.316,90",154.871.202
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2011,"23.821,20",490.384.600
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2012,"25.744,60",514.892.000
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2013,"18.133,90",356.231.244
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2014,"14.755,00",314.936.236
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2015,"5.927,97",113.760.500
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2016,"9.669,80",114.181.347
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2017,"29.267,32",497.280.949
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2018,"12.504,76",196.739.355
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2019,"17.316,38",277.266.991
BUDIDAYA,KALIMANTAN TIMUR,BANDENG,2020,"16.807,90",245.499.964
BUDIDAYA,KALIMANTAN TIMUR,BARONANG,2020,"146,37",5.854.720
BUDIDAYA,KALIMANTAN TIMUR,BAUNG,2020,"3.694,65",111.994.476
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2010,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2011,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2012,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2013,"32,05",1.045.806
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2014,"31,50",949.446
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2015,"17,18",530.75
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2016,"25,12",816.794
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2019,"33,94",1.023.185
BUDIDAYA,KALIMANTAN TIMUR,BAWAL,2020,"192,21",7.598.865
BUDIDAYA,KALIMANTAN TIMUR,BELANAK,2020,"3.420,42",67.810.944
BUDIDAYA,KALIMANTAN TIMUR,BETOK,2020,"11,23",786.1
BUDIDAYA,KALIMANTAN TIMUR,BETUTU,2020,"136,72",17.089.375
BUDIDAYA,KALIMANTAN TIMUR,GABUS,2020,"20.642,52",611.857.590
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2010,"6,40",193.2
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2011,"8,50",340
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2012,"7,70",308
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2013,"8,70",319.65
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2014,"12,40",512.38
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2015,"18,93",698.3
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2016,"9,59",370.478
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2018,"16,25",825.845
BUDIDAYA,KALIMANTAN TIMUR,GURAME,2019,"30,19",1.727.168
BUDIDAYA,KALIMANTAN TIMUR,GURAMI,2020,"28,07",1.616.826
BUDIDAYA,KALIMANTAN TIMUR,JELAWAT,2020,"438,38",13.984.000
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2010,"2.602,80",44.935.735
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2011,"2.609,83",97.868.625
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2012,"2.788,30",111.532.000
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2013,"3.167,70",121.855.351
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2014,"2.053,34",39.754.635
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2015,"1.697,58",47.906.000
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2016,"2.199,71",60.328.093
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2018,"1.681,75",55.840.829
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2019,"930,81",20.182.070
BUDIDAYA,KALIMANTAN TIMUR,KAKAP,2020,"845,04",25.654.490
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2010,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2011,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2012,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2013,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2014,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2015,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2016,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,KEKERANGAN,2017,"1,07",10.7
BUDIDAYA,KALIMANTAN TIMUR,KEPITING,2020,"3.783,59",142.249.004
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2010,"93,90",7.538.020
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2011,"114,40",9.152.000
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2012,"133,30",5.332.000
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2013,"156,80",11.734.951
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2014,"147,60",12.123.321
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2015,"463,55",40.237.500
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2016,"81,90",24.570.000
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2017,"8.884,65",1.217.054.348
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2018,"70,08",5.845.704
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2019,"158,30",12.441.960
BUDIDAYA,KALIMANTAN TIMUR,KERAPU,2020,"146,57",11.230.725
BUDIDAYA,KALIMANTAN TIMUR,KERONG-KERONG,2020,"0,04",820
BUDIDAYA,KALIMANTAN TIMUR,KUWE,2020,"23,74",1.068.390
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2010,"44.574,23",499.568.399
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2011,"20.866,30",406.289.476
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2012,"23.963,20",806.796.500
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2013,"27.275,69",499.946.793
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2014,"20.408,55",501.089.094
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2015,"21.933,00",609.755.655
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2016,"39.494,80",1.026.244.536
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2017,"384,77",11.543.160
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2018,"22.049,48",658.641.712
BUDIDAYA,KALIMANTAN TIMUR,LAINNYA,2019,"28.185,37",834.732.134
BUDIDAYA,KALIMANTAN TIMUR,LELE,2010,"315,80",6.201.859
BUDIDAYA,KALIMANTAN TIMUR,LELE,2011,"421,10",7.579.800
BUDIDAYA,KALIMANTAN TIMUR,LELE,2012,"456,40",15.974.000
BUDIDAYA,KALIMANTAN TIMUR,LELE,2013,"580,50",12.941.248
BUDIDAYA,KALIMANTAN TIMUR,LELE,2014,"1.301,57",25.439.174
BUDIDAYA,KALIMANTAN TIMUR,LELE,2015,"1.040,52",20.810.400
BUDIDAYA,KALIMANTAN TIMUR,LELE,2016,"1.376,89",29.589.218
BUDIDAYA,KALIMANTAN TIMUR,LELE,2017,"987,46",17.152.215
BUDIDAYA,KALIMANTAN TIMUR,LELE,2018,"2.880,61",69.919.091
BUDIDAYA,KALIMANTAN TIMUR,LELE,2019,"1.948,94",47.947.336
BUDIDAYA,KALIMANTAN TIMUR,LELE,2020,"2.153,35",50.322.397
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2013,"26,10",4.311.000
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2014,"24,00",4.604.500
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2015,"0,00",0
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2016,"2,63",567.5
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2018,"10,48",2.800.000
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2019,"25,67",6.614.950
BUDIDAYA,KALIMANTAN TIMUR,LOBSTER,2020,"24,00",6.078.950
BUDIDAYA,KALIMANTAN TIMUR,MAS,2010,"9.191,10",230.816.072
BUDIDAYA,KALIMANTAN TIMUR,MAS,2011,"9.284,60",278.484.000
BUDIDAYA,KALIMANTAN TIMUR,MAS,2012,"5.557,30",194.505.500
BUDIDAYA,KALIMANTAN TIMUR,MAS,2013,"5.943,40",153.223.910
BUDIDAYA,KALIMANTAN TIMUR,MAS,2014,"8.939,95",226.578.334
BUDIDAYA,KALIMANTAN TIMUR,MAS,2015,"6.078,10",164.606.675
BUDIDAYA,KALIMANTAN TIMUR,MAS,2016,"6.527,80",180.536.877
BUDIDAYA,KALIMANTAN TIMUR,MAS,2017,"1.442,81",37.036.933
BUDIDAYA,KALIMANTAN TIMUR,MAS,2018,"8.661,84",315.331.024
BUDIDAYA,KALIMANTAN TIMUR,MAS,2019,"14.328,96",502.332.873
BUDIDAYA,KALIMANTAN TIMUR,MAS,2020,"15.139,03",530.836.522
BUDIDAYA,KALIMANTAN TIMUR,MUJAIR,2020,"2.570,00",38.558.060
BUDIDAYA,KALIMANTAN TIMUR,NILA,2010,"6.553,10",1.439.947.083
BUDIDAYA,KALIMANTAN TIMUR,NILA,2011,"6.691,10",187.270.000
BUDIDAYA,KALIMANTAN TIMUR,NILA,2012,"7.470,80",261.478.000
BUDIDAYA,KALIMANTAN TIMUR,NILA,2013,"6.332,10",200.669.180
BUDIDAYA,KALIMANTAN TIMUR,NILA,2014,"10.049,74",258.223.101
BUDIDAYA,KALIMANTAN TIMUR,NILA,2015,"8.314,88",211.121.740
BUDIDAYA,KALIMANTAN TIMUR,NILA,2016,"9.194,80",270.739.972
BUDIDAYA,KALIMANTAN TIMUR,NILA,2017,"18.718,76",409.865.947
BUDIDAYA,KALIMANTAN TIMUR,NILA,2018,"17.657,30",649.189.472
BUDIDAYA,KALIMANTAN TIMUR,NILA,2019,"18.047,76",629.194.174
BUDIDAYA,KALIMANTAN TIMUR,NILA,2020,"22.389,04",781.761.935
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2010,"4.384,60",79.915.100
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2011,"4.668,60",107.377.800
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2012,"5.061,10",126.527.500
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2013,"5.332,70",101.756.287
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2014,"4.491,25",99.036.753
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2015,"4.625,45",81.321.250
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2016,"5.833,39",109.953.240
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2017,"13,22",330.575
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2018,"7.812,85",265.197.599
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2019,"10.682,41",268.873.719
BUDIDAYA,KALIMANTAN TIMUR,PATIN,2020,"12.054,85",303.181.720
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2010,"40.216,23",964.361.161
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2011,"83.093,00",781.074.200
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2012,"195.313,80",585.941.400
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2013,"249.411,70",435.223.417
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2014,"329.356,18",675.602.760
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2015,"22.417,39",22.505.780
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2016,"10.691,74",18.561.660
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2017,"27.546,25",41.319.378
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2018,"37.091,42",194.424.462
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2019,"28.103,17",38.043.281
BUDIDAYA,KALIMANTAN TIMUR,RUMPUT LAUT,2020,"28.067,39",55.665.598
BUDIDAYA,KALIMANTAN TIMUR,SIDAT,2020,"22,53",2.478.300
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2010,"22.249,10",1.333.292.319
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2011,"20.139,00",991.073.309
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2012,"24.615,80",978.946.500
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2013,"22.877,60",1.611.707.234
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2014,"19.029,20",1.637.470.177
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2015,"20.780,33",887.261.435
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2016,"26.417,59",1.711.327.249
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2017,"19.959,81",1.496.985.975
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2018,"29.601,27",3.420.051.642
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2019,"23.720,05",1.656.599.769
BUDIDAYA,KALIMANTAN TIMUR,UDANG,2020,"27.505,96",1.683.638.310
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2015,"4.194,77",53.904.700
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2016,"3.427,22",51.248.200
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2017,"4.821,99",81.930.466
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2018,"4.041,43",71.546.146
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2019,"4.481,31",83.724.628
BUDIDAYA,KALIMANTAN UTARA,BANDENG,2020,"4.480,16",69.815.034
BUDIDAYA,KALIMANTAN UTARA,BAWAL,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,BAWAL,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,BAWAL,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,BAWAL,2015,"0,80",25.5
BUDIDAYA,KALIMANTAN UTARA,BAWAL,2016,"1,86",59.52
BUDIDAYA,KALIMANTAN UTARA,BAWAL,2019,"0,58",20.265
BUDIDAYA,KALIMANTAN UTARA,GURAME,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,GURAME,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,GURAME,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,GURAME,2015,"1,32",46.2
BUDIDAYA,KALIMANTAN UTARA,GURAME,2016,"6,20",233.8
BUDIDAYA,KALIMANTAN UTARA,GURAME,2018,"0,77",29.664
BUDIDAYA,KALIMANTAN UTARA,GURAME,2019,"0,94",32.85
BUDIDAYA,KALIMANTAN UTARA,GURAMI,2020,"0,58",23.6
BUDIDAYA,KALIMANTAN UTARA,KAKAP,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KAKAP,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KAKAP,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KAKAP,2015,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KAKAP,2016,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KEKERANGAN,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KEKERANGAN,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KEKERANGAN,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KEKERANGAN,2015,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KEKERANGAN,2016,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KEPITING,2020,"11,63",989.326
BUDIDAYA,KALIMANTAN UTARA,KERAPU,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KERAPU,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KERAPU,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KERAPU,2015,"0,95",76
BUDIDAYA,KALIMANTAN UTARA,KERAPU,2016,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,KERAPU,2018,"1,40",91
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2010,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2011,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2012,"0,00",0
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2015,"31,03",1.276.500
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2016,"603,30",11.369.000
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2018,"305,75",7.302.600
BUDIDAYA,KALIMANTAN UTARA,LAINNYA,2019,"210,04",3.763.702
