Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
BUDIDAYA,ACEH,BANDENG,2010,"20.454,80",272.487.686
BUDIDAYA,ACEH,BANDENG,2011,"16.746,80",251.202.000
BUDIDAYA,ACEH,BANDENG,2012,"18.492,30",295.876.800
BUDIDAYA,ACEH,BANDENG,2013,"20.530,00",315.768.921
BUDIDAYA,ACEH,BANDENG,2014,"23.914,10",373.190.273
BUDIDAYA,ACEH,BANDENG,2015,"24.930,75",393.447.645
BUDIDAYA,ACEH,BANDENG,2016,"30.537,00",586.835.465
BUDIDAYA,ACEH,BANDENG,2017,"8.708,84",147.971.866
BUDIDAYA,ACEH,BANDENG,2018,"19.805,32",441.277.765
BUDIDAYA,ACEH,BANDENG,2019,"32.723,14",630.565.000
BUDIDAYA,ACEH,BANDENG,2020,"40.259,88",849.733.071
BUDIDAYA,ACEH,BAWAL,2010,"0,00",0
BUDIDAYA,ACEH,BAWAL,2011,"0,00",0
BUDIDAYA,ACEH,BAWAL,2012,"0,00",0
BUDIDAYA,ACEH,BAWAL,2013,"42,30",1.057.074
BUDIDAYA,ACEH,BAWAL,2014,"260,38",4.741.950
BUDIDAYA,ACEH,BAWAL,2015,"151,19",2.961.504
BUDIDAYA,ACEH,BAWAL,2016,"0,00",0
BUDIDAYA,ACEH,BAWAL,2019,"24,61",740.488
BUDIDAYA,ACEH,BAWAL,2020,"34,41",1.038.640
BUDIDAYA,ACEH,GABUS,2020,"9,69",649.08
BUDIDAYA,ACEH,GURAME,2010,"844,50",32.205.487
BUDIDAYA,ACEH,GURAME,2011,"584,50",14.612.500
BUDIDAYA,ACEH,GURAME,2012,"568,50",25.582.500
BUDIDAYA,ACEH,GURAME,2013,"605,50",19.617.000
BUDIDAYA,ACEH,GURAME,2014,"686,20",20.462.880
BUDIDAYA,ACEH,GURAME,2015,"351,10",15.035.000
BUDIDAYA,ACEH,GURAME,2016,"101,30",3.788.500
BUDIDAYA,ACEH,GURAME,2017,"537,56",21.502.240
BUDIDAYA,ACEH,GURAME,2018,"42,94",2.108.744
BUDIDAYA,ACEH,GURAME,2019,"349,42",10.177.740
BUDIDAYA,ACEH,GURAMI,2020,"577,41",20.175.405
BUDIDAYA,ACEH,KACI-KACI,2020,"157,99",9.847.440
BUDIDAYA,ACEH,KAKAP,2010,"105,55",3.367.639
BUDIDAYA,ACEH,KAKAP,2011,"185,60",5.568.000
BUDIDAYA,ACEH,KAKAP,2012,"240,80",8.424.500
BUDIDAYA,ACEH,KAKAP,2013,"247,10",15.699.000
BUDIDAYA,ACEH,KAKAP,2014,"131,40",8.317.500
BUDIDAYA,ACEH,KAKAP,2015,"222,40",12.851.472
BUDIDAYA,ACEH,KAKAP,2016,"305,15",16.575.785
BUDIDAYA,ACEH,KAKAP,2017,"247,53",11.902.927
BUDIDAYA,ACEH,KAKAP,2018,"654,67",42.349.360
BUDIDAYA,ACEH,KAKAP,2019,"2.622,91",148.480.295
BUDIDAYA,ACEH,KAKAP,2020,"530,17",21.588.450
BUDIDAYA,ACEH,KEKERANGAN,2010,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2011,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2012,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2013,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2014,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2015,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2016,"0,00",0
BUDIDAYA,ACEH,KEKERANGAN,2017,"2,95",29.54
BUDIDAYA,ACEH,KEKERANGAN,2018,"0,30",3.4
BUDIDAYA,ACEH,KEKERANGAN,2019,"480,00",9.600.000
BUDIDAYA,ACEH,KEPITING,2020,"0,87",60.9
BUDIDAYA,ACEH,KERANG,2020,"186,61",1.306.270
BUDIDAYA,ACEH,KERAPU,2010,"1.278,50",83.420.798
BUDIDAYA,ACEH,KERAPU,2011,"1.129,50",56.900.700
BUDIDAYA,ACEH,KERAPU,2012,"682,60",35.495.200
BUDIDAYA,ACEH,KERAPU,2013,"1.431,10",85.387.916
BUDIDAYA,ACEH,KERAPU,2014,"1.063,20",58.361.800
BUDIDAYA,ACEH,KERAPU,2015,"968,70",48.945.701
BUDIDAYA,ACEH,KERAPU,2016,"1.167,72",68.046.440
BUDIDAYA,ACEH,KERAPU,2017,"258,75",35.445.021
BUDIDAYA,ACEH,KERAPU,2018,"1.354,89",54.894.750
BUDIDAYA,ACEH,KERAPU,2019,"1.389,51",75.086.700
BUDIDAYA,ACEH,KERAPU,2020,"282,97",18.105.375
BUDIDAYA,ACEH,KUWE,2020,"2,98",115.5
BUDIDAYA,ACEH,LAINNYA,2010,"5.661,60",124.611.350
BUDIDAYA,ACEH,LAINNYA,2011,"668,45",15.806.793
BUDIDAYA,ACEH,LAINNYA,2012,"2.043,30",30.640.500
BUDIDAYA,ACEH,LAINNYA,2013,"1.858,80",31.971.327
BUDIDAYA,ACEH,LAINNYA,2014,"1.481,07",55.784.625
BUDIDAYA,ACEH,LAINNYA,2015,"1.335,90",43.267.499
BUDIDAYA,ACEH,LAINNYA,2016,"583,43",13.529.487
BUDIDAYA,ACEH,LAINNYA,2017,"8.326,62",260.740.075
BUDIDAYA,ACEH,LAINNYA,2018,"918,85",33.440.630
BUDIDAYA,ACEH,LAINNYA,2019,"210,37",7.616.975
BUDIDAYA,ACEH,LELE,2010,"7.465,90",168.973.271
BUDIDAYA,ACEH,LELE,2011,"1.606,10",28.106.750
BUDIDAYA,ACEH,LELE,2012,"3.360,47",60.488.460
BUDIDAYA,ACEH,LELE,2013,"3.069,20",65.353.949
BUDIDAYA,ACEH,LELE,2014,"5.920,90",112.596.324
BUDIDAYA,ACEH,LELE,2015,"5.135,80",100.956.336
BUDIDAYA,ACEH,LELE,2016,"6.795,72",141.062.806
BUDIDAYA,ACEH,LELE,2017,"13.140,86",228.256.808
BUDIDAYA,ACEH,LELE,2018,"10.997,02",253.219.473
BUDIDAYA,ACEH,LELE,2019,"12.779,50",208.199.782
BUDIDAYA,ACEH,LELE,2020,"11.634,89",228.997.377
BUDIDAYA,ACEH,LOBSTER,2013,"1,50",319.2
BUDIDAYA,ACEH,LOBSTER,2014,"11,60",3.231.500
BUDIDAYA,ACEH,LOBSTER,2015,"8,20",2.353.000
BUDIDAYA,ACEH,LOBSTER,2016,"7,84",1.960.000
BUDIDAYA,ACEH,LOBSTER,2018,"0,32",86.6
BUDIDAYA,ACEH,LOBSTER,2019,"1,98",310.14
BUDIDAYA,ACEH,LOBSTER,2020,"1,87",177.125
BUDIDAYA,ACEH,MAS,2010,"3.886,83",101.546.239
BUDIDAYA,ACEH,MAS,2011,"4.075,70",74.078.500
BUDIDAYA,ACEH,MAS,2012,"4.806,84",91.329.960
BUDIDAYA,ACEH,MAS,2013,"5.885,60",114.948.447
BUDIDAYA,ACEH,MAS,2014,"6.945,20",154.706.195
BUDIDAYA,ACEH,MAS,2015,"8.062,11",177.688.517
BUDIDAYA,ACEH,MAS,2016,"8.504,88",210.069.191
BUDIDAYA,ACEH,MAS,2017,"6.346,56",162.916.144
BUDIDAYA,ACEH,MAS,2018,"8.778,59",203.322.168
BUDIDAYA,ACEH,MAS,2019,"8.307,23",222.138.383
BUDIDAYA,ACEH,MAS,2020,"11.784,29",290.442.565
BUDIDAYA,ACEH,MUJAIR,2020,"257,53",5.944.428
BUDIDAYA,ACEH,NILA,2010,"2.611,31",55.538.044
BUDIDAYA,ACEH,NILA,2011,"4.279,60",71.353.800
BUDIDAYA,ACEH,NILA,2012,"4.914,46",78.631.360
BUDIDAYA,ACEH,NILA,2013,"5.905,90",113.282.060
BUDIDAYA,ACEH,NILA,2014,"8.103,80",157.926.741
BUDIDAYA,ACEH,NILA,2015,"9.372,26",196.786.311
BUDIDAYA,ACEH,NILA,2016,"10.982,18",259.536.551
BUDIDAYA,ACEH,NILA,2017,"28.058,20",614.362.282
BUDIDAYA,ACEH,NILA,2018,"16.293,89",404.729.976
BUDIDAYA,ACEH,NILA,2019,"16.604,07",388.134.016
BUDIDAYA,ACEH,NILA,2020,"17.259,22",415.915.658
BUDIDAYA,ACEH,PATIN,2010,"0,01",500
BUDIDAYA,ACEH,PATIN,2011,"135,10",2.566.900
BUDIDAYA,ACEH,PATIN,2012,"1,63",47.27
BUDIDAYA,ACEH,PATIN,2013,"0,00",0
BUDIDAYA,ACEH,PATIN,2014,"6,70",202.75
BUDIDAYA,ACEH,PATIN,2015,"54,10",1.525.232
BUDIDAYA,ACEH,PATIN,2016,"617,18",16.691.640
BUDIDAYA,ACEH,PATIN,2017,"143,03",3.575.675
BUDIDAYA,ACEH,PATIN,2018,"382,39",10.087.054
BUDIDAYA,ACEH,PATIN,2019,"204,45",5.515.105
BUDIDAYA,ACEH,PATIN,2020,"23,34",743.3
BUDIDAYA,ACEH,RUMPUT LAUT,2010,"0,00",0
BUDIDAYA,ACEH,RUMPUT LAUT,2011,"0,00",0
BUDIDAYA,ACEH,RUMPUT LAUT,2012,"0,00",0
BUDIDAYA,ACEH,RUMPUT LAUT,2013,"20,10",162.8
BUDIDAYA,ACEH,RUMPUT LAUT,2014,"0,00",0
BUDIDAYA,ACEH,RUMPUT LAUT,2015,"0,00",0
BUDIDAYA,ACEH,RUMPUT LAUT,2016,"28,00",39.52
BUDIDAYA,ACEH,SIDAT,2020,"0,62",47.01
BUDIDAYA,ACEH,UDANG,2010,"6.159,70",330.525.121
BUDIDAYA,ACEH,UDANG,2011,"5.039,80",302.388.000
BUDIDAYA,ACEH,UDANG,2012,"6.446,10",329.170.100
BUDIDAYA,ACEH,UDANG,2013,"7.611,80",492.438.513
BUDIDAYA,ACEH,UDANG,2014,"10.299,00",652.474.510
BUDIDAYA,ACEH,UDANG,2015,"13.489,46",857.474.192
BUDIDAYA,ACEH,UDANG,2016,"22.119,28",1.657.886.738
BUDIDAYA,ACEH,UDANG,2017,"33.767,90",2.275.872.055
BUDIDAYA,ACEH,UDANG,2018,"45.017,26",3.093.865.485
BUDIDAYA,ACEH,UDANG,2019,"40.596,34",2.690.791.530
BUDIDAYA,ACEH,UDANG,2020,"55.659,73",3.955.959.880
BUDIDAYA,BALI,BANDENG,2010,"108,00",2.249.700
BUDIDAYA,BALI,BANDENG,2011,"190,90",3.818.000
BUDIDAYA,BALI,BANDENG,2012,"228,15",3.992.625
BUDIDAYA,BALI,BANDENG,2013,"71,20",1.339.325
BUDIDAYA,BALI,BANDENG,2014,"142,20",2.194.000
BUDIDAYA,BALI,BANDENG,2015,"36,70",587
BUDIDAYA,BALI,BANDENG,2016,"0,50",7.5
BUDIDAYA,BALI,BANDENG,2017,"185,00",3.143.284
BUDIDAYA,BALI,BANDENG,2019,"18,91",378.14
BUDIDAYA,BALI,BAWAL,2010,"0,00",0
BUDIDAYA,BALI,BAWAL,2011,"0,00",0
BUDIDAYA,BALI,BAWAL,2012,"0,00",0
BUDIDAYA,BALI,BAWAL,2013,"455,40",9.096.800
BUDIDAYA,BALI,BAWAL,2014,"485,80",11.413.720
BUDIDAYA,BALI,BAWAL,2015,"257,79",7.041.050
BUDIDAYA,BALI,BAWAL,2016,"122,91",2.973.850
BUDIDAYA,BALI,BAWAL,2019,"49,42",1.176.240
BUDIDAYA,BALI,BAWAL,2020,"66,52",1.731.830
BUDIDAYA,BALI,GURAME,2010,"233,60",6.710.994
BUDIDAYA,BALI,GURAME,2011,"254,00",7.620.000
BUDIDAYA,BALI,GURAME,2012,"533,35",19.733.950
BUDIDAYA,BALI,GURAME,2013,"710,00",23.161.270
BUDIDAYA,BALI,GURAME,2014,"1.138,78",28.884.940
BUDIDAYA,BALI,GURAME,2015,"481,31",13.786.800
BUDIDAYA,BALI,GURAME,2016,"545,25",17.762.446
BUDIDAYA,BALI,GURAME,2018,"10.394,03",282.136.182
BUDIDAYA,BALI,GURAME,2019,"763,57",24.345.666
BUDIDAYA,BALI,GURAMI,2020,"833,53",27.130.968
BUDIDAYA,BALI,KAKAP,2010,"2,00",80
BUDIDAYA,BALI,KAKAP,2011,"24,00",960
BUDIDAYA,BALI,KAKAP,2012,"165,30",7.438.500
BUDIDAYA,BALI,KAKAP,2013,"279,60",10.394.000
BUDIDAYA,BALI,KAKAP,2014,"285,50",14.559.100
BUDIDAYA,BALI,KAKAP,2015,"405,03",19.383.900
BUDIDAYA,BALI,KAKAP,2016,"652,60",29.884.100
BUDIDAYA,BALI,KAKAP,2017,"632,34",30.407.334
BUDIDAYA,BALI,KAKAP,2018,"580,95",23.238.008
BUDIDAYA,BALI,KAKAP,2019,"475,40",24.223.550
BUDIDAYA,BALI,KAKAP,2020,"299,95",19.328.090
BUDIDAYA,BALI,KEKERANGAN,2010,"72,00",5.796.080
BUDIDAYA,BALI,KEKERANGAN,2011,"0,00",0
BUDIDAYA,BALI,KEKERANGAN,2012,"0,00",0
BUDIDAYA,BALI,KEKERANGAN,2013,"4,20",463.87
BUDIDAYA,BALI,KEKERANGAN,2014,"0,00",0
BUDIDAYA,BALI,KEKERANGAN,2015,"2,16",237.6
BUDIDAYA,BALI,KEKERANGAN,2016,"5,50",825
BUDIDAYA,BALI,KERAPU,2010,"61,70",3.821.000
BUDIDAYA,BALI,KERAPU,2011,"135,90",9.565.457
BUDIDAYA,BALI,KERAPU,2012,"262,20",30.997.500
BUDIDAYA,BALI,KERAPU,2013,"295,90",20.474.355
BUDIDAYA,BALI,KERAPU,2014,"280,70",18.263.500
BUDIDAYA,BALI,KERAPU,2015,"293,05",19.128.750
BUDIDAYA,BALI,KERAPU,2016,"195,62",12.869.300
BUDIDAYA,BALI,KERAPU,2018,"275,99",25.543.683
BUDIDAYA,BALI,KERAPU,2019,"395,88",35.615.320
BUDIDAYA,BALI,KERAPU,2020,"235,74",21.246.600
BUDIDAYA,BALI,LAINNYA,2010,"478,80",3.491.614
BUDIDAYA,BALI,LAINNYA,2011,"2.275,00",25.930.349
BUDIDAYA,BALI,LAINNYA,2012,"585,20",6.632.357
BUDIDAYA,BALI,LAINNYA,2013,"69,90",988.352
BUDIDAYA,BALI,LAINNYA,2014,"57,40",620.08
BUDIDAYA,BALI,LAINNYA,2015,"15,00",180.15
BUDIDAYA,BALI,LAINNYA,2016,"148,06",4.493.900
BUDIDAYA,BALI,LAINNYA,2017,"21,08",632.34
BUDIDAYA,BALI,LAINNYA,2018,"47,76",1.397.360
BUDIDAYA,BALI,LAINNYA,2019,"5,06",133.12
BUDIDAYA,BALI,LELE,2010,"557,80",9.666.696
BUDIDAYA,BALI,LELE,2011,"1.689,95",18.589.450
BUDIDAYA,BALI,LELE,2012,"1.664,93",47.450.505
BUDIDAYA,BALI,LELE,2013,"2.586,60",32.710.690
BUDIDAYA,BALI,LELE,2014,"2.717,89",36.928.512
BUDIDAYA,BALI,LELE,2015,"2.182,29",32.974.600
BUDIDAYA,BALI,LELE,2016,"2.422,26",38.499.816
BUDIDAYA,BALI,LELE,2017,"5.563,82",96.643.553
BUDIDAYA,BALI,LELE,2018,"3.256,89",54.093.233
BUDIDAYA,BALI,LELE,2019,"3.324,43",57.672.398
BUDIDAYA,BALI,LELE,2020,"3.091,60",55.067.092
BUDIDAYA,BALI,LOBSTER,2013,"0,70",211
BUDIDAYA,BALI,LOBSTER,2014,"2,00",452
BUDIDAYA,BALI,LOBSTER,2015,"1,50",231.5
BUDIDAYA,BALI,LOBSTER,2016,"6,08",790.4
BUDIDAYA,BALI,MAS,2010,"793,00",19.270.713
BUDIDAYA,BALI,MAS,2011,"2.519,34",62.983.500
BUDIDAYA,BALI,MAS,2012,"1.777,10",34.653.450
BUDIDAYA,BALI,MAS,2013,"1.918,13",43.573.380
BUDIDAYA,BALI,MAS,2014,"2.147,11",52.697.090
BUDIDAYA,BALI,MAS,2015,"1.746,56",46.495.800
BUDIDAYA,BALI,MAS,2016,"2.310,61",63.348.050
BUDIDAYA,BALI,MAS,2017,"50,37",1.293.024
BUDIDAYA,BALI,MAS,2018,"338,41",12.949.489
BUDIDAYA,BALI,MAS,2019,"562,51",21.232.580
BUDIDAYA,BALI,MAS,2020,"427,17",18.492.030
BUDIDAYA,BALI,NILA,2010,"2.290,60",35.952.168
BUDIDAYA,BALI,NILA,2011,"2.762,22",55.244.400
BUDIDAYA,BALI,NILA,2012,"3.935,33",98.338.250
BUDIDAYA,BALI,NILA,2013,"5.847,10",103.443.270
BUDIDAYA,BALI,NILA,2014,"6.957,50",145.467.772
BUDIDAYA,BALI,NILA,2015,"6.469,44",141.629.358
BUDIDAYA,BALI,NILA,2016,"5.805,07",128.863.440
BUDIDAYA,BALI,NILA,2017,"5.208,32",114.041.331
BUDIDAYA,BALI,NILA,2018,"5.992,55",147.209.786
BUDIDAYA,BALI,NILA,2019,"5.707,33",153.432.351
BUDIDAYA,BALI,NILA,2020,"6.017,75",165.406.871
BUDIDAYA,BALI,PATIN,2010,"132,50",1.469.648
BUDIDAYA,BALI,PATIN,2011,"278,50",3.342.000
BUDIDAYA,BALI,PATIN,2012,"50,52",1.010.400
BUDIDAYA,BALI,PATIN,2013,"349,20",5.829.894
BUDIDAYA,BALI,PATIN,2014,"73,08",981.47
BUDIDAYA,BALI,PATIN,2015,"38,06",574.58
BUDIDAYA,BALI,PATIN,2016,"55,97",1.231.350
BUDIDAYA,BALI,PATIN,2018,"123,44",3.603.608
BUDIDAYA,BALI,PATIN,2019,"103,91",2.450.842
BUDIDAYA,BALI,PATIN,2020,"131,87",3.336.800
BUDIDAYA,BALI,RUMPUT LAUT,2010,"99.480,60",135.814.542
BUDIDAYA,BALI,RUMPUT LAUT,2011,"106.398,00",372.393.000
BUDIDAYA,BALI,RUMPUT LAUT,2012,"144.168,40",360.421.000
BUDIDAYA,BALI,RUMPUT LAUT,2013,"145.597,15",175.011.750
BUDIDAYA,BALI,RUMPUT LAUT,2014,"84.336,30",139.559.891
BUDIDAYA,BALI,RUMPUT LAUT,2015,"107.209,10",129.820.029
BUDIDAYA,BALI,RUMPUT LAUT,2016,"100.855,96",93.211.949
BUDIDAYA,BALI,RUMPUT LAUT,2017,"597,71",896.565
BUDIDAYA,BALI,RUMPUT LAUT,2018,"1.067,52",6.545.308
BUDIDAYA,BALI,RUMPUT LAUT,2019,"849,66",1.284.726
BUDIDAYA,BALI,RUMPUT LAUT,2020,"17.145,34",32.158.964
BUDIDAYA,BALI,UDANG,2010,"3.284,20",140.960.249
BUDIDAYA,BALI,UDANG,2011,"2.843,00",93.357.000
BUDIDAYA,BALI,UDANG,2012,"2.531,30",101.271.500
BUDIDAYA,BALI,UDANG,2013,"3.380,30",156.829.930
BUDIDAYA,BALI,UDANG,2014,"3.841,35",238.793.450
BUDIDAYA,BALI,UDANG,2015,"3.483,79",174.389.530
BUDIDAYA,BALI,UDANG,2016,"5.446,55",308.694.960
BUDIDAYA,BALI,UDANG,2017,"5.277,09",316.625.520
BUDIDAYA,BALI,UDANG,2018,"3.586,99",247.931.774
BUDIDAYA,BALI,UDANG,2019,"4.154,67",250.184.218
BUDIDAYA,BALI,UDANG,2020,"3.612,76",187.891.638
BUDIDAYA,BANTEN,BANDENG,2010,"11.071,00",82.781.877
BUDIDAYA,BANTEN,BANDENG,2011,"9.542,74",124.055.620
BUDIDAYA,BANTEN,BANDENG,2012,"8.739,46",239.161.200
BUDIDAYA,BANTEN,BANDENG,2013,"10.997,10",171.425.024
BUDIDAYA,BANTEN,BANDENG,2014,"11.141,62",174.132.000
BUDIDAYA,BANTEN,BANDENG,2015,"10.637,65",185.663.300
BUDIDAYA,BANTEN,BANDENG,2016,"11.022,17",192.940.140
BUDIDAYA,BANTEN,BANDENG,2017,"25.074,42",426.039.538
BUDIDAYA,BANTEN,BANDENG,2018,"12.585,47",223.895.037
BUDIDAYA,BANTEN,BANDENG,2019,"12.456,43",231.674.802
BUDIDAYA,BANTEN,BANDENG,2020,"12.117,75",230.454.470
BUDIDAYA,BANTEN,BAWAL,2010,"0,00",0
BUDIDAYA,BANTEN,BAWAL,2011,"0,00",0
BUDIDAYA,BANTEN,BAWAL,2012,"0,00",0
BUDIDAYA,BANTEN,BAWAL,2013,"17,60",224.55
BUDIDAYA,BANTEN,BAWAL,2014,"23,50",423
BUDIDAYA,BANTEN,BAWAL,2015,"25,70",453
BUDIDAYA,BANTEN,BAWAL,2016,"26,36",423
BUDIDAYA,BANTEN,BAWAL,2019,"52,47",1.181.050
BUDIDAYA,BANTEN,BAWAL,2020,"28,00",604.98
BUDIDAYA,BANTEN,BELANAK,2020,"215,99",4.319.860
BUDIDAYA,BANTEN,GURAME,2010,"289,52",7.704.647
BUDIDAYA,BANTEN,GURAME,2011,"334,85",10.380.350
BUDIDAYA,BANTEN,GURAME,2012,"358,81",9.999.320
BUDIDAYA,BANTEN,GURAME,2013,"353,85",9.947.150
BUDIDAYA,BANTEN,GURAME,2014,"338,82",11.084.800
BUDIDAYA,BANTEN,GURAME,2015,"316,45",10.500.800
BUDIDAYA,BANTEN,GURAME,2016,"296,10",9.399.350
BUDIDAYA,BANTEN,GURAME,2017,"464,03",18.561.000
BUDIDAYA,BANTEN,GURAME,2018,"862,35",30.305.424
BUDIDAYA,BANTEN,GURAME,2019,"414,18",17.776.165
BUDIDAYA,BANTEN,GURAMI,2020,"372,31",16.296.515
BUDIDAYA,BANTEN,KAKAP,2010,"0,00",0
BUDIDAYA,BANTEN,KAKAP,2011,"0,00",0
BUDIDAYA,BANTEN,KAKAP,2012,"0,00",0
BUDIDAYA,BANTEN,KAKAP,2013,"3,20",192
BUDIDAYA,BANTEN,KAKAP,2014,"0,00",0
BUDIDAYA,BANTEN,KAKAP,2015,"3,70",185
BUDIDAYA,BANTEN,KAKAP,2016,"2,00",90
BUDIDAYA,BANTEN,KAKAP,2017,"0,26",12.695
BUDIDAYA,BANTEN,KAKAP,2018,"2,26",101.655
BUDIDAYA,BANTEN,KAKAP,2019,"7,53",376.5
BUDIDAYA,BANTEN,KAKAP,2020,"8,21",369.54
BUDIDAYA,BANTEN,KEKERANGAN,2010,"2.586,15",25.050.160
BUDIDAYA,BANTEN,KEKERANGAN,2011,"2.997,09",29.030.638
BUDIDAYA,BANTEN,KEKERANGAN,2012,"3.538,59",9.147.530
BUDIDAYA,BANTEN,KEKERANGAN,2013,"4.258,24",9.137.114
BUDIDAYA,BANTEN,KEKERANGAN,2014,"5.430,08",12.407.150
BUDIDAYA,BANTEN,KEKERANGAN,2015,"5.906,67",16.633.900
BUDIDAYA,BANTEN,KEKERANGAN,2016,"5.346,53",14.175.900
BUDIDAYA,BANTEN,KEKERANGAN,2017,"5.906,84",59.068.430
BUDIDAYA,BANTEN,KEKERANGAN,2018,"7.950,37",17.642.549
BUDIDAYA,BANTEN,KEKERANGAN,2019,"1.035,17",7.153.600
BUDIDAYA,BANTEN,KERANG,2020,"757,57",5.930.800
BUDIDAYA,BANTEN,KERAPU,2010,"28,00",3.197.200
BUDIDAYA,BANTEN,KERAPU,2011,"18,76",2.814.000
BUDIDAYA,BANTEN,KERAPU,2012,"16,06",2.771.800
BUDIDAYA,BANTEN,KERAPU,2013,"27,33",3.969.600
BUDIDAYA,BANTEN,KERAPU,2014,"28,22",3.909.000
BUDIDAYA,BANTEN,KERAPU,2015,"26,15",3.278.000
BUDIDAYA,BANTEN,KERAPU,2016,"22,90",2.535.000
BUDIDAYA,BANTEN,KERAPU,2017,"111,77",15.311.250
BUDIDAYA,BANTEN,KERAPU,2018,"88,87",8.726.713
BUDIDAYA,BANTEN,KERAPU,2019,"38,18",3.508.600
BUDIDAYA,BANTEN,KERAPU,2020,"26,76",1.204.245
BUDIDAYA,BANTEN,LAINNYA,2010,"4.959,53",83.302.941
BUDIDAYA,BANTEN,LAINNYA,2011,"6.860,41",99.591.732
BUDIDAYA,BANTEN,LAINNYA,2012,"6.657,97",62.503.400
BUDIDAYA,BANTEN,LAINNYA,2013,"6.859,36",65.813.561
BUDIDAYA,BANTEN,LAINNYA,2014,"5.314,79",48.753.300
BUDIDAYA,BANTEN,LAINNYA,2015,"4.956,77",49.738.000
BUDIDAYA,BANTEN,LAINNYA,2016,"6.824,42",104.238.800
BUDIDAYA,BANTEN,LAINNYA,2017,"1.258,94",18.386.772
BUDIDAYA,BANTEN,LAINNYA,2018,"5.768,78",88.725.897
BUDIDAYA,BANTEN,LAINNYA,2019,"3.837,90",40.522.680
BUDIDAYA,BANTEN,LELE,2010,"5.554,34",55.960.034
BUDIDAYA,BANTEN,LELE,2011,"7.230,67",75.922.035
BUDIDAYA,BANTEN,LELE,2012,"8.323,61",92.680.900
BUDIDAYA,BANTEN,LELE,2013,"9.667,77",131.497.179
BUDIDAYA,BANTEN,LELE,2014,"10.261,46",166.440.666
BUDIDAYA,BANTEN,LELE,2015,"10.216,27",174.318.772
BUDIDAYA,BANTEN,LELE,2016,"9.274,48",151.431.698
BUDIDAYA,BANTEN,LELE,2017,"40.239,88",698.966.663
BUDIDAYA,BANTEN,LELE,2018,"13.875,21",239.688.913
BUDIDAYA,BANTEN,LELE,2019,"14.116,99",261.568.933
BUDIDAYA,BANTEN,LELE,2020,"15.247,89",292.506.002
BUDIDAYA,BANTEN,LOBSTER,2013,"0,00",0
BUDIDAYA,BANTEN,LOBSTER,2014,"0,00",0
BUDIDAYA,BANTEN,LOBSTER,2015,"0,00",0
BUDIDAYA,BANTEN,LOBSTER,2016,"0,00",0
BUDIDAYA,BANTEN,LOBSTER,2020,"18,20",1.820.000
BUDIDAYA,BANTEN,MAS,2010,"6.077,49",115.487.789
BUDIDAYA,BANTEN,MAS,2011,"4.487,00",78.522.500
BUDIDAYA,BANTEN,MAS,2012,"4.737,67",85.966.940
BUDIDAYA,BANTEN,MAS,2013,"4.466,01",84.761.658
BUDIDAYA,BANTEN,MAS,2014,"4.484,91",110.086.660
BUDIDAYA,BANTEN,MAS,2015,"4.207,56",97.572.105
BUDIDAYA,BANTEN,MAS,2016,"3.327,79",79.713.760
BUDIDAYA,BANTEN,MAS,2017,"278,24",7.142.395
BUDIDAYA,BANTEN,MAS,2018,"4.024,38",108.393.169
BUDIDAYA,BANTEN,MAS,2019,"5.389,58",176.463.303
BUDIDAYA,BANTEN,MAS,2020,"4.479,54",140.784.635
BUDIDAYA,BANTEN,MUJAIR,2020,"3.764,23",45.388.745
BUDIDAYA,BANTEN,NILA,2010,"2.062,00",23.533.271
BUDIDAYA,BANTEN,NILA,2011,"3.157,63",34.733.930
BUDIDAYA,BANTEN,NILA,2012,"3.936,44",43.624.450
BUDIDAYA,BANTEN,NILA,2013,"3.475,72",57.550.220
BUDIDAYA,BANTEN,NILA,2014,"3.793,76",78.115.487
BUDIDAYA,BANTEN,NILA,2015,"3.361,67",68.956.668
BUDIDAYA,BANTEN,NILA,2016,"3.090,34",61.235.400
BUDIDAYA,BANTEN,NILA,2017,"689,13",15.089.125
BUDIDAYA,BANTEN,NILA,2018,"3.172,73",70.305.062
BUDIDAYA,BANTEN,NILA,2019,"5.744,64",182.461.575
BUDIDAYA,BANTEN,NILA,2020,"6.266,94",204.108.469
BUDIDAYA,BANTEN,PATIN,2010,"421,50",4.978.675
BUDIDAYA,BANTEN,PATIN,2011,"217,00",3.255.000
BUDIDAYA,BANTEN,PATIN,2012,"131,38",1.851.920
BUDIDAYA,BANTEN,PATIN,2013,"110,61",1.780.700
BUDIDAYA,BANTEN,PATIN,2014,"113,66",1.838.080
BUDIDAYA,BANTEN,PATIN,2015,"109,70",1.789.900
BUDIDAYA,BANTEN,PATIN,2016,"79,10",1.178.600
BUDIDAYA,BANTEN,PATIN,2017,"681,11",17.027.650
BUDIDAYA,BANTEN,PATIN,2018,"122,32",2.133.407
BUDIDAYA,BANTEN,PATIN,2019,"799,03",18.837.692
BUDIDAYA,BANTEN,PATIN,2020,"810,49",19.686.072
